title,content,rating
Cực kì hài lòng,"Săn sale hôm 11/11 combo 2 túi 3,8x2 tặng túi lau sàn+ 1 chai nhỏ nước giặt luôn ship tổng 246k quá rẻ, hôm 14 nhận, shop gói kỹ chắc chắn, mua lần đầu chưa sd nên chưa đánh giá về chất lượng, cảm nhận là mùi thơm",5
Cực kì hài lòng,Tôi thích Maxkleen và đã dùng hơn năm nay vì vừa thơm vừa giặc trắng đồ giá thì tương đối vừa tầm ! Tiki là nơi tin tưởng mua đò chính hiệu cám ơn 👍❤️shiper rất thân thiên nhiệt tình tặng cả hai đều 5sao !!,5
Không hài lòng,Mình đặt hương hoa huyền diệu mà giao cho mình hai túi vườn hoa thanh khiết. Mùi lạ ko phải mùi nhà mình hay sử dụng. Huhu,2
Cực kì hài lòng,"hàng nsx khá gần, tháng 12/2021. đúng hàng đã đặt. đúng số lượng. quà bonus đầy đủ. mà túi make up k đẹp như ảnh, ảnh nhìn kiểu túi da PU mà nhận kiểu vải canas mỏng, màu in cũng k đẹp lắm á.",5
Cực kì hài lòng,"Mua hàng ngày 8/8 có khuyến mãi quà tặng nhưng khi nhận hàng không có quà tặng, phản ánh shop nói sẽ bù, nhưng đến giờ vẫn chưa nhận được hàng bù, mặc dù xài mak kleen đã 2 năm nay, thật thất vọng về shop lẫn tiki",5
Cực kì hài lòng,"Do mình mới chuyển đổi sang loại vừa giặt xả nên chưa định lượng được. Giặt sấy xong vẫn nghe mùi thơm nhẹ (có thể do ít nước giặt so với lượng đồ), vải cũng mềm nhưng ko mềm bằng khi dùng nước xả vải chuyên biệt. Mình sử dụng mấy giặt sấy 2-1 của Electrolux.",5
Cực kì hài lòng,Đóng gói chắc chắn sản phẩm chất lượng,5
Cực kì hài lòng,giao hơi chậm nhưng ko sao sản phẩm ok nha,5
Cực kì hài lòng,"Mùi thơm lắm, giặt sạch mà mua Tiki giá rẻ nữa",5
Cực kì hài lòng,"Mùi thơm, dễ chịu. Xài ok. Tiki giao hàng nhanh, đóng gói cẩn thận.",5
Cực kì hài lòng,"Sản phẩm tốt rất đáng mua , là loại nước giặt thơm nhất mình từng mua và lưu hương lâu",5
Cực kì hài lòng,"Nhà mình dùng loại này nhiều rồi, mình cho nhiều hơn khuyến cáo của nhà sản xuất tí, mùi thơm cực thích ko cần nước xả vải, giặt đồ trắng cũng trắng sáng lắm",5
Rất không hài lòng,"gói rẻ tiền hơn không giao, mà giao gói mắc hơn. trong cùng ngày có khuyến mãu 12.12 thì không đặt được hàng, khuyến mãi xong thì tăng giá cước vận chuyển.",1
Cực kì hài lòng,"Tốt ,,.............................................",5
Bình thường,Đã nhận được hàng nhưng k có khuyễn mãi kèm theo. Còn thiếu 1 túi giặt 600g hàng tặng,3
Hài lòng,"Được biết đến qua người quen giới thiệu và có thấy bán ở câc cửa hàng bán lẻ và siêu thị , mùi thơm nhẹ nhàng và dễ chịu , ko nồng . Dùng được , mua khuyên mãi nên tiết kiệm dc chi phí .",4
Cực kì hài lòng,"nước giặt mùi thơm, giá rẻ, giao hàng nhanh",5
Cực kì hài lòng,nhận hàng đủ số lượng kèm hàng khuyến mãi tùy nhiên giao hàng rất lâu trong khi các sàn TMĐT khác đã giao hàng được rồi.,5
Cực kì hài lòng,Mua dc tặng thêm. Cảm ơn nhà bán hàng,5
Cực kì hài lòng,"Thơm, ko cần dùng thêm nước xả. Mua đc giá rẻ hơn siêu thị lại ko mất tiền ship",5
Cực kì hài lòng,"Mình mua hương huyền diệu thơm nhẹ nhàng mà giữ hương lâu ạ, chỉ là mới mua 294k xong thì 1 lúc sau còn 281k nên hơi buồn",5
Cực kì hài lòng,"Mọi người nên mua nước giặt xả 2 trong 1 mà xài, tiết kiệm hơn so với mua riêng từng loại. Maxkleen xài tốt, mua đc giá sale thì càng rẻ, đỡ phải ra ngoài trong mùa dịch bệnh",5
Hài lòng,"giao hàng hơi lâu, tạm ổn, hàng ko khuyến mãi cặp da nhỏ ,hay dù nhe mọi người",4
Cực kì hài lòng,"Sản phẩm giống y như shop đăng nha . Đóng gói cũng cẩn thận nữa . Giao hàng liên tỉnh nhưng đặt htrc , hsau mình nhận đc luôn . Tks shop .",5
Cực kì hài lòng,"Giao hàng nhanh, mình mua 2 túi được đóng gói thùng hàng rất chắc chắn, giá rẻ hơn so với các nhà bán khác nữa. Sản phẩm chất lượng nên mình mua lại, rất đáng tiền ạ!",5
Hài lòng,"Đóng gói cẩn thận, nhưng giao sai mùi hương, lại không có hàng khuyến mãi tặng thêm như quảng cáo. Lần sau nếu giao sai nữa thì 1 sao.",4
Cực kì hài lòng,"Hài lòng và gđ tôi thích sử dụng sp này.Khi dịch căng tôi đặt hàng nhưng khg mua đc. Nay dịp sp đc KM tôi mua luôn.Dịch vụ giao hàng nhanh, shiper vui vẻ- chất lượng tốt- giá rẻ",5
Cực kì hài lòng,Rất ok,5
Cực kì hài lòng,"Tiki now giao rất nhanh. Shop gói hàng chu đáo, có cả quà tặng nên mua nhé mn",5
Cực kì hài lòng,Mạnh mẽ đánh bay vết bẩn giúp áo quần sạch sáng • Diệt vi khuẩn bệnh và gây mùi hiệu quả trên quần áo • Lưu giữ sự mềm mại trên từng sợi vải,5
Cực kì hài lòng,"mùi thơm lưu lâu trên quần áo, giao hành nhanh không ngờ lun, thanks",5
Cực kì hài lòng,"Giao hàng nhanh, đóng gói chưa được tốt lắm, chất lượng ổn định. Hinh klq.",5
Bình thường,Giao hàng chậm: đặt 12/10 mà 4/11 mới giao. Hàng khuyến mãi kèm theo không đúng: Túi nước lau sàn 1 kg mà đổi thành bịch khăn ướt.,3
Cực kì hài lòng,"Nước giặt đậm đặc, mềm vải",5
Cực kì hài lòng,"mua sale được tặng thêm quà tính ra k rẻ hơn mua bên ngoài bao nhiêu, nước giặt thơm, ít bọt và lưu lại hương trên quần áo ít",5
Cực kì hài lòng,hàng đúng sản phẩm chất lượng tốt tiki giao hàng nhanh chăm sóc khách hàng về đơn hàng tốt.mua hàng tiki tuyệt vời,5
Bình thường,ko có hàng tăng kèm theo như quảng cáo. giao hàng nhanh.,3
Cực kì hài lòng,"Nước giặt xả thơm, tiết kiệm, shop chính hãng nên an tâm về chất lượng, cho shop 5*.",5
Cực kì hài lòng,"SP tốt, đóng gói cẩn thận",5
Cực kì hài lòng,"Nước giặt được đóng gói chắc chắn, giao hàng nhanh. Mua trên maxkleen offical nên yên tâm về chất lượng",5
Cực kì hài lòng,Sản phẩm giao nhanh. Săn được khá tốt cho combo 2 túi 3.8kg. Nước giặt rất thơm không cần dùng nước xả vải,5
Cực kì hài lòng,tôi rất thích sản phẩm này giao hàng nhanh shop đóng gói kỉ phục vụ tốt hàng tốt,5
Cực kì hài lòng,"Giao nhanh ,gói cẩn thận ,giá tốt . Mua nhiều quá nên chỉ biết đánh giá 5 sao .",5
Cực kì hài lòng,"Đã sử dụng nhiều lần. Nước giặt tốt, mùi thơm dịu, nhẹ nhàng ko gắt nồng như nhiều loại khác.",5
Cực kì hài lòng,Sản phẩm được đóng gói cẩn thận. mình được tặng kèm túi nước lau sàn.,5
Cực kì hài lòng,Giảm giá rẻ mà nước giặt xài thơm. mình xài loại này lâu rồi. không bị kiểu bột giặt vón cục. tô lock& lock tặng kèm nhỏ nhưng mình rất thích,5
Cực kì hài lòng,rất thích mùi thơm nhẹ nhàng của hương nước hoa huyền diệu. từ khi xài mùi này rồi thì ko xài mùi khác nữa,5
Cực kì hài lòng,hàng OK rồi lại quay về với sinh viên tư vấn cho em xin chân cũng không dc mồm với các bạn tư thôi yeuy uyeuye,5
Bình thường,"Sản phẩm thơm, mùi dễ chịu Mặc dù đóng gói kỹ nhưng Khui ra thì thấy chảy tè le trong thùng hết rồi",3
Cực kì hài lòng,"2 túi to cực. Hương thơm tươi mát, không quá nồng. Sản phẩm xứng đáng 10⭐",5
Rất không hài lòng,lúc mình đặt thì có tặng ba lo hình thú cho bé khi nhận thì chỉ có 2 túi nước giặt thôi thật rất không hài lòng,1
Cực kì hài lòng,"Mua đi mua lại rất nhiều lần, giặt đồ xong đồ rất thơm, săn sale giá cực rẻ chỉ 210k, nên mua nhe mn ơi",5
Cực kì hài lòng,Chưa giặt nên hem biewts thấy dc sale,5
Rất không hài lòng,"Tiki giao nhầm rồi, mình đặt hương Huyền diệu lại giao hoa nắng",1
Bình thường,"giao hàng nhanh, giá tốt, nhưng không hề kèm theo quà tặng như đã đăng. đánh giá 5 sao cho chất lượng sp, 3sao cho chất lượng phục vụ",3
Bình thường,"ghi là tặng 2 túi nước lau sàn, mà cuối cùng nhận dc có 1 túi.",3
Cực kì hài lòng,"Giặt cũng bt, đâu thơm đâu, cũng phải kèm thêm nước xả vải",5
Cực kì hài lòng,"Mua nhiều rồi, rất tốt. Shipper thân thiện lắm còn sợ mình nặng",5
Cực kì hài lòng,"Hàng giao nhanh ,chất lượng rất tốt. Mình cứ dùng hết rồi lại vô mua dùng,thỉnh thoảng cũng mua cho dùm cho hàng xóm dùng .",5
Cực kì hài lòng,Giá hợp lý quà tặng thì dễ thương nước giặt mùi này rất thơm,5
Cực kì hài lòng,"Sp dùng thích mùi thơm nhẹ nhàng, thơm lâu, đậm đặc",5
Cực kì hài lòng,"nước giặt rất thơm, đã mua nhiều lần, phí vận chuyển rẻ",5
Cực kì hài lòng,"Túi giặt date mới , được tặng kèm sản phẩm! Mặt hàng được đóng gói cẩn thận không bị đỗ , vỡ. Mình hài lòng vì điều này Nhưng mình có 1 thắc mắc: tuy là hàng tặng nhưng thể tích 2 chai nước rửa chén hơi lưng so với suy nghĩ của mình. Cám ơn Tiki",5
Cực kì hài lòng,"Đóng gói cẩn thận, giao nhanh, có compo quà tặng, giá rẻ, dùng yên tâm cho bé",5
Rất không hài lòng,"Đặt combo 2bit,mà giao có 1bit, lấy hàng vậy, ai mà dám đặt nữa, khiếu nại thì bắt gửi mail tùm lum, nhờ tiki làm việc lại bên lấy hàng dùm",1
Hài lòng,Hàng đúng sản phẩm nhưng hàng tặng ghi sai giá trị rồi làm gì mà hàng tặng 100k túi?,4
Rất không hài lòng,Khuyến mãi tặng hình nước mà không về cùng 1 đơn . Làm thành 2 đơn rồi bắt trả tiền ship cái bình nước là sao .,1
Cực kì hài lòng,"Dùng thơm dễ chịu, rất thích, đc km giá tốt hơn sthi rất nhiều, sẽ ủng hộ tiếp khi dùng hết",5
Bình thường,Không được tặng quà tặng bạn ơi. Mình mua 2 bịch lớn mà không được tặng,3
Rất không hài lòng,Hàng km tuy không ảnh hưởng chất lượng sp nhưng quảng cáo tặng gì thì nên làm đúng thì hơn. Chẳng khác j lừa đảo.,1
Cực kì hài lòng,Đóng gói cẩn thận. Nước giặt sạch nhưng không thơm nhé m.n,5
Cực kì hài lòng,"Mùi thơm nhẹ. Quần áo sạch vết bẩn, mềm mại. Giao nhanh, đóng gói kỹ. Quà tặng cũng rất xịn. 2 túi đc tặng 2 bình LnL.",5
Cực kì hài lòng,"Tiki giao hàng nhanh chóng, đóng gói cẩn thận chắc chắn, giao hàng thân thiện nhiệt tình, hàng của tiki trading thì chất lượng ok rồi, không có gì complain",5
Bình thường,"Tôi thấy có khuyến mãi thêm chảo ko dính hoặc bình nước, vậy mà giao lại ko thấy quà khuyến mãi ?",3
Cực kì hài lòng,"Giao hàng nhanh, đóng gói chắc chắn, đúng chất lượng",5
Cực kì hài lòng,"Mùi thơm dễ chịu, k quá nhiều bọt, mua khuyến mại nên giá cunhz rẻ",5
Cực kì hài lòng,"Hàng giao nhanh, nhưng bình nước khuyến mại thì không có!",5
Cực kì hài lòng,"Giao hàng nhanh, đã sử dụng qua sản phẩm, mừi thơm ok",5
Cực kì hài lòng,"Đóng hàng cẩn thận, mùi thơm.",5
Cực kì hài lòng,"Mùi thơm dễ chịu, giặt sạch không gây kích ứng da.",5
Cực kì hài lòng,"nước giặt hạn mới , giao hàng siêu nhanh. mua tiki luôn yên tâm chát luong",5
Cực kì hài lòng,Giao hàng siêu nhanh - đóng gói đẹp,5
Cực kì hài lòng,Hdhdhđh,5
Cực kì hài lòng,Nước giặt có mùi thơm nhẹ. Ship nhanh chóng,5
Cực kì hài lòng,Mua lúc đang deal sản phẩm nên nhận được giá tốt rất hài lòng,5
Cực kì hài lòng,Giao hàng nhanh mùi dễ chịu giá tốt cám ơn shop và tiki,5
Cực kì hài lòng,"Mùi thơm , dễ chịu , sạch lắm sẽ ủng hộ dài dài",5
Hài lòng,"Nước giặt thơm, mùi dễ chịu",4
Cực kì hài lòng,"Đóng gói hàng kĩ, giao nhanh. Lại được freeship. Mình hay canh km mua 1 lần 2 túi trữ sẵn.",5
Cực kì hài lòng,Mùi rất thơm. Dễ chịu. Sẽ ủng hộ tiếp,5
Cực kì hài lòng,Giao hàng đúng,5
Cực kì hài lòng,"Giao đầy đủ, giặt dịu nhẹ rất ưng ý",5
Cực kì hài lòng,Đúng như mô tả,5
Cực kì hài lòng,"Chất lượng thì 2 sp này ai cũng biết rồi. Giao hàng nhanh, đóng kiện cẩn thận.",5
Hài lòng,Shop giao hàng nhanh nhưng vòi bị chảy,4
Cực kì hài lòng,Nước giặt ok giao hàng nhanh nhà bán phục vụ tốt hài lòng,5
Cực kì hài lòng,"Thơm tốt, hàng ok",5
Cực kì hài lòng,Giao hàng nhanh đóng gói chắc chắn giá tốt hàng tốt,5
Cực kì hài lòng,nước giặc đậm đặc mùi thơm dễ chịu,5
Cực kì hài lòng,Hài lòng với chất lượng của sản phẩm.,5
Cực kì hài lòng,"Giao hàng nhanh, đóng gói rất cẩn thận",5
Cực kì hài lòng,"Giao nhanh, sử dụng rất an toàn cho bé",5
Cực kì hài lòng,"Rất hài lòng. Giao hàng nhanh, đóng gói cẩn thận, sp tốt.",5
Cực kì hài lòng,"Hàng giao nhanh chóng, đóng gói cẩn thận đầy đủ.",5
Cực kì hài lòng,De chiu be dung la ok luon,5
Cực kì hài lòng,Giao hàng nhanh Giá ok nếu áp mã Hàng chính hãng Giặt sạch Mua trên Tiki cũng gần 10 bịch rồi :)) xài ok lắm,5
Cực kì hài lòng,"Mùi thơm dễ chịu, giặt đồ rất sạch, không gây kích ứng da gì cả. Dùng được lâu lắm, mua 1 lần combo 2 túi xài rất tiện",5
Hài lòng,"Mình dùng omo nhiều năm rồi nên không có gì để chê cả, chỉ có điều mua combo mà không được nhận quà tặng kèm theo.",4
Cực kì hài lòng,"Sản phẩm tốt , nhà mình chuyên dùng omo nay đặt trên tiki rẻ Hàng chính hãng nên mình khá là yên tâm",5
Hài lòng,"Giao hàng nhanh, đóng gói cẩn thận. Lần sau sẽ mua tiếp. Chỉ có 1 điểm ko hài lòng là quà tặng lại giao riêng lẻ và thu phí vận chuyển.",4
Bình thường,"Mua 343k/ 2 bịch bảo có hàng tặng kèm nhưng không có, giao hàng nhanh. Đóng gói cẩn thận",3
Cực kì hài lòng,"Giao nhanh, đóng gói tốt, áp mã đồ rồi mà còn 270k nên cũng ưng",5
Cực kì hài lòng,"Mình dùng rất nhiều loại nhưng vẫn tin dùng Omo tiếc là mua nhiều đến nỗi bị cắt luôn Tiki Now, hận dễ sợ, tạm chia tay vậy",5
Rất không hài lòng,"Hình ảnh chụp mua combo 2 túi tặng cái chảo, nhưng giao hàng nhận hàng khg thấy quà tặng bên trg",1
Cực kì hài lòng,Mình luôn tin tưởng Tiki. Có điều giờ phí vận chuyển cao hơn nhiều. Trước Tiki hỗ trợ phí vận chuyển tới 50k mà giờ chỉ 20k,5
Cực kì hài lòng,"Giao hàng nhanh, giá hợp túi tiền, tuy chưa sử dụng, nhưng nhìn chung thấy sản phẩm tốt, sẽ ủng hộ shop dài lâu.",5
Rất không hài lòng,Hôm đặt mình thấy ghi mua 2 gói tặng chảo chống dính. Đến lúc nhận hàng ko thấy.,1
Cực kì hài lòng,Mua đợt sale nên cộng cả tiền ship thì giá vẫn rẻ hơn so với mua siêu thị.,5
Hài lòng,"Mùi thơm, giặt sạch. Omo thì yên tâm.",4
Hài lòng,Mình nhận đc nước giặt nhưng ko có nước xả vải tặng kèm.,4
Cực kì hài lòng,"Đóng gói cẩn thận, giao cực nhanh, có kèm quà tặng nữa, tranh thủ sale mua combo xài dần. Cám ơn shop.",5
Cực kì hài lòng,"Luôn luôn tin dùng omo, đã sử dụng nước giặt của omo rất nhiều",5
Cực kì hài lòng,Giao hàng sớm hơn dự kiến.,5
Hài lòng,H,4
Hài lòng,"Không nhận được quà tặng là hộp khi mua hàng, shop lại ko mở tính năng chat...",4
Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận, giá mềm hơn những chỗ khác. Nên mua",5
Hài lòng,"Mùi thơm, sạch đồ, quà tặng và đóng gói tốt",4
Cực kì hài lòng,Giao nhanh chất lượng tốt rất thơm,5
Cực kì hài lòng,"Ok tốt, giao hàng nhanh, giá rẻ hơn siêu thi",5
Cực kì hài lòng,"Muig thơm ok, tốt",5
Cực kì hài lòng,"mua rẻ hơn bên ngoài,giao cực nhanh,chất lượng tốt ,.....",5
Hài lòng,Giao nhanh nhưng ko có quà tặng như trong bài đăng,4
Cực kì hài lòng,rất OK,5
Cực kì hài lòng,Sử dụng omo đó giờ,5
Cực kì hài lòng,Ok đúng sản phẩm,5
Cực kì hài lòng,"Rất hài lòng, ủng hộ tiki",5
Bình thường,Giao hàng Không đưa quà như đã quảng cáo,3
Bình thường,Để hàng có khuyến mãi quà mà không thấy giao,3
Cực kì hài lòng,Sạch,5
Cực kì hài lòng,Uy tín chất lượng đáng để mua,5
Bình thường,Mình không nhận đc hàng tặng,3
Cực kì hài lòng,"Sản phẩm ok, sẽ luôn hộ tiếp",5
Cực kì hài lòng,"Mùi thơm dễ chịu, giá rẻ hơn mua tại siêu thị, giặt sạch, giao hàng nhanh",5
Cực kì hài lòng,"Giá tốt, sản phẩm ok",5
Rất không hài lòng,không thấy quà tặng đâu. Mặc dù ghi là đơn trên 349k đc bình lock and lock,1
Rất không hài lòng,không nhận được quà tặng.,1
Không hài lòng,Chưa gửi bình nước khuyến mại,2
Cực kì hài lòng,Đóng gói cẩn thận. Rất ưng ý.,5
Cực kì hài lòng,"hài lòng, giao hàng nhanh, đóng gói cẩn thận",5
Cực kì hài lòng,"Tã quần sử dụng rất tốt, thoải mái, nhẹ nhàng, thấm hút tốt cho da khô thoáng cả ngày. Sẽ tiếp tục ủng hộ shop",5
Cực kì hài lòng,"Giao hàng siêu nhanh, mình đặt lúc 3h sáng thì 11h trưa đã giao, anh shipper rất nhiệt tình dễ thương. Tã mặc tốt và thoáng. Chấm 10 điểm cho chất lượng 😍",5
Cực kì hài lòng,"Mới mua chưa dùng cho bố, hy vọng tốt, giá sale rẻ hơn hàng của Diana. Nếu tốt sẽ mua tiếp.",5
Cực kì hài lòng,"Đóng gói hàng chắc chắn, nguyên vẹn giao hàng nhanh. Chất lượng sản phẩm cần dùng thử mới đánh giá được.",5
Cực kì hài lòng,sản phẩm ok giá rẻ nữa 😊😊😊😊😊,5
Rất không hài lòng,chưa thấy ai giao mà hệ thống báo đã giao thành công ... hài vãi,1
Cực kì hài lòng,"Thấm hút tốt, mềm và thoáng",5
Cực kì hài lòng,"Tả ổn, dễ dùng còn quà tặng không phù hợp lắm với ng lớn tuổi nhưng vẫn thanks tiki và shop nhé chúc shop mua may bán đắt",5
Cực kì hài lòng,"giao đầy đủ số lượng và đúng sản phẩm đã đặt, sẽ ủng hộ đặt mua hàng những lần sau",5
Cực kì hài lòng,sp tốt... nhưng thái độ của shipper quá tệ... đề nghị tiki nên chọn lọc bên giao hàng,4
Cực kì hài lòng,Đã sử dụng nhiều. Tốt thấm hút tốt,5
Cực kì hài lòng,"Shipper giao hàng cực kì dễ thương, đặt chiều hôm qua hôm nay đã tới",5
Cực kì hài lòng,"êm, thấm hút tốt, giá phải chăng",5
Cực kì hài lòng,Giao nhanh hàng tốt,5
Cực kì hài lòng,Hàng tốt giá rẻ,5
Hài lòng,Đơn hàng của mình bữa qua bạn quên giao quà tặng gói khăn ướt,4
Cực kì hài lòng,Sản phẩm xài rất ok và đã mua rất nhiều lần cho mẹ,5
Cực kì hài lòng,Giao hàng rất nhanh. Sáng đặt trưa lấy luôn. Hàng chất lượng. Sẽ mua của shop nữa.,5
Cực kì hài lòng,nhãn hàng tin dùng. đã mua nhiều lần rồi,5
Cực kì hài lòng,"Sản phẩm dùng tốt, giá mềm hơn với hãng khác, tiki giao hàng nhanh",5
Cực kì hài lòng,"Bà mình chuyên dùng dòng này, chất mềm và không để lại hằn lên da. Dòng này mặc Ban ngày thoải mái",5
Cực kì hài lòng,"tả thấm hút tốt, giá vừa phải, mình cũng đã thử một số loại khác, nhưng thấy sunmate ok hơn. giao hàng cũng nhanh nữa.",5
Cực kì hài lòng,giao hang nhanh. hài lòng,5
Rất không hài lòng,"Để tặng khăn ướt, mà giao hàng không có",1
Cực kì hài lòng,Giao hàng nhanh hơn dự tính luôn nha . Sản phẩm rất ok . Mọi người nên mua combo tất cả là 18 miếng nhé,5
Cực kì hài lòng,giao hàng nhanh tuyệt,5
Cực kì hài lòng,"Nhận hàng rất ưng ý , shiper vui vẻ , sd hết sẽ mua tiếp nha shop , giá tốt",5
Cực kì hài lòng,"Rất vừa vặn, thấm hút tốt. Tiện lợi khi sử dụng. Đóng gói kỹ càng, cẩn thận!",5
Cực kì hài lòng,Dùng cho người lớn tuổi rất hài lòng.,5
Cực kì hài lòng,Đóng gói cẩn thận. Người giao hàng nhiệt tình. Mình thấy OK,5
Cực kì hài lòng,nhan hang đu nguuên ven,5
Cực kì hài lòng,dùng rất tốt,5
Rất không hài lòng,"đặt size L8, giao M9 là sao? dối vậy sao?",1
Cực kì hài lòng,"đã nhận, đúng như giới thiệu,",5
Cực kì hài lòng,"sản phẩm chất lượng, giá tốt, giao hàng nhanh",5
Hài lòng,"đặt hàng hơn 1 tháng ruoi mới nhận gọi giao hàng, tưởng hủy lun rùi.",4
Cực kì hài lòng,"Mềm mại,thâm stoots",5
Cực kì hài lòng,"sản phẩm dùng tốt, giá hợp lý. chỉ có điều giao hàng hơi lâu",5
Cực kì hài lòng,rất tốt. nhưng chờ giao hàng rất lâu mới nhận được,5
Hài lòng,"Mình mua 2 gói này vs 1 gói 40 miếng size M của Caryn, tính theo giá mua chia ra thì đắt hơn Caryn 100đ/miếng. Điểm cộng: - Size nhỏ, vừa người hơn Caryn, vì những người phải dùng tã dán đa số là liệt, teo nửa người dưới cho nên eo mông không to. Caryn dù dán hết cỡ rồi vẫn hơi lỏng lẻo. - Vách chống tràn và viền tã cao, lớp chun đàn hồi tốt, thật sự rất ít tràn. - Vỏ ngoài theo thông tin là vải nhưng mình thấy giống nilon, nhưng thật sự mỏng, mềm, không cọ xát gây đỏ da. - 4 miếng dán dính tốt, bóc ra dán lại vài lần vẫn được. Đây là khác biệt nhất vs Caryn. - Lớp bông khá mềm, êm, không có mùi thảo dược nồng như Caryn. Xử lý mùi cũng được. Điểm trừ: - Lượng nước có thể thấm hút ít hơn Caryn. ▪︎ Lớp đáy không có lỗ thoát khí nên không bị ẩm ướt quần ngoài. Cái này ngược lại với Caryn, nhưng không thể nói là tốt hay không tốt, tùy nhu cầu mỗi người. Tóm lại là dùng cũng được, tùy thể trạng vs thói quen người dùng mà chọn. Kết hợp miếng này với miếng lót Caryn cũng ổn.",4
Hài lòng,Đây là lần thứ 2 mình nhận hàng nhưng kiện hàng đã bị xé rách và lấy mất đi phần quà tặng. Mong tiki có thể đóng gói kĩ càng hơn và nhân viên giao hàng trung thực hơn,4
Cực kì hài lòng,Tả dán Sunmate mình xài rất ok. Hàng hóa đóng gói cẩn thận. Giao hàng nhanh chóng. mình sẽ ủng hộ Tiki dài dài nha. Cám ơn Tiki nhiều,5
Cực kì hài lòng,Giá tốt giao nhanh. Hình ảnh chỉ mang tính chất nhận ASA. Giá tốt giao nhanh. Hình ảnh chỉ mang tính chất nhận ASA. Giá tốt giao nhanh. Hình ảnh chỉ mang tính chất nhận ASA.,5
Cực kì hài lòng,Giao cực nhanh và shipper rất nhiệt tình nha Mình đặt sang sớm mà chưa tới 11 giờ đã nhận được hàng rồi.,5
Rất không hài lòng,"tôi đã đễ cho ba tôi trãi nghiệm, tuy nhiên sản phẩm không chất lượng, đễ bị rách và bị rã khi có chút nước. Chắc chắn tôi sẽ không mua sản phẩm này lần thứ 2",1
Bình thường,"Mau đầy lắm, sz nhỏ hon loại Caryn",3
Rất không hài lòng,Tã dỏm lắm ko thấm mà mặc 1 lần bị hăm đỏ cả đít. Đề nghị trả lại hàng,1
Hài lòng,"Tôi đặt mua 10 combo (2bich/1combo), nhưng shop giao lại chia đơn thành 3 đơn lẻ. Mong shop nếu có chia thì báo lại giúp để tôi biết được là chia đơn nhỏ có bị tính thêm phí hay ko. Cảm ơn shop.",4
Cực kì hài lòng,Người già sử dụng sản phẩm sẽ tiết kiệm chi phí mà hiệu quả tốt miễn bàn.,5
Cực kì hài lòng,"Giao hàng nhanh , sản phẩm đúng theo mẫu giới thiệu.",5
Cực kì hài lòng,K tốt lắm nhé. Bông Gòn bị tuột,5
Cực kì hài lòng,"Sản phẩm dùng tốt, giá cả mua ở tiki tốt mà còn được freeship, giao hàng nhanh chóng, cảm ơn tiki",5
Cực kì hài lòng,"Sản phẩm chất lượng tốt, đóng gói cẩn thận, giá rẻ hơn thị trường rất nhiều, nhân viên giao hàng nhiệt tình. Sẽ ủng hộ lâu dài.",5
Cực kì hài lòng,"Mới mua dùng thử nên chưa biết, thấy rẻ hơn caryn",5
Cực kì hài lòng,"Giao hàng mùa dịch cực kỳ cẩn thận mặc dù ship từ HCM ra HN, gói bọc cẩn thận và giá thành cực kỳ hợp lý",5
Hài lòng,"Đóng gói cẩn thận, giá cả hợp lý, shiper giao hàng nhiệt tình.",4
Cực kì hài lòng,Hay mua cho mẹ dùng thoải mái hơn và rất mềm mại Thấm nước tiểu tầm 2 lần là gần đầy rồi nhen,5
Cực kì hài lòng,"Giao hàng cực nhanh, chất lượng tốt",5
Cực kì hài lòng,Hàng tốt giá rẻ đã mua rất nhiều lần,5
Rất không hài lòng,"nhân viên giao hàng best thái độ k tốt khách hàng, hối thúc khách tra tiền, mặt bộ khách hàng",1
Bình thường,Thấm hút không tốt như caryn. Mặc dù có rẻ hơn chút,3
Cực kì hài lòng,Giá rẻ giao tận nhà còn có quà tặng,5
Hài lòng,"phần nylon hai bên để dán tả lại hơi bị mỏng khi muốn gỡ ra để điều chỉnh dễ bị rách luôn. Nhưng giao hàng đúng hẹn , đóng gói cẩn thận nên sẽ ủng hộ tiki",4
Cực kì hài lòng,"Sử dụng tốt và phù hợp, đã dùng nhiều. Sẽ ủng hộ tiếp",5
Cực kì hài lòng,"Tiki giao nhanh và đủ hàng, giá lại rẻ hơn các trang khác nữa. 👍👍👍",5
Rất không hài lòng,giao hàng chậm quá chậm phải liên hệ thúc mãi mới nhận đc hàng,1
Cực kì hài lòng,"Giao đúng hạn, sản phẩm đúng hãng và sử dụng rất tốt!",5
Cực kì hài lòng,Sản phẩm tốt với mức giá phù hợp,5
Rất không hài lòng,"nhân viên giao hàng best giao hàng rất tệ, nói chuyện rất tệ",1
Cực kì hài lòng,Chất lượng so với giá ạ,5
Cực kì hài lòng,"sp tốt,giao hàng đóng gói kỹ",5
Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận, sản phẩm chất lượng",5
Cực kì hài lòng,"Ok, mềm, để xem thấm hút tốt ko nào",5
Cực kì hài lòng,Dùng tốt,5
Hài lòng,Có quà là thích,4
Rất không hài lòng,sao mà cái đáy cụt ngặn_miến bông(vải)thì ngắn không biết là hàng loại 2 ?,1
Bình thường,Dùng cho nguòi già thấm hút tạm được,3
Cực kì hài lòng,"tã thấm hút tốt, khô thoáng",5
